,sku,cat1,cat2,cat3
583,10.10.08.134,higiene y cuidado personal,cabello,anticaída
584,10.10.09.037,higiene y cuidado personal,cabello,mascarillas
585,10.10.09.039,higiene y cuidado personal,cabello,mascarillas
586,10.10.09.040,higiene y cuidado personal,cabello,mascarillas
587,10.10.09.041,higiene y cuidado personal,cabello,mascarillas
588,10.10.09.042,higiene y cuidado personal,cabello,mascarillas
589,10.10.09.043,higiene y cuidado personal,cabello,mascarillas
590,10.10.09.048,higiene y cuidado personal,cabello,mascarillas
591,10.10.09.049,higiene y cuidado personal,cabello,mascarillas
592,10.10.09.050,higiene y cuidado personal,cabello,mascarillas
593,10.10.09.051,higiene y cuidado personal,cabello,champu
594,10.10.09.052,higiene y cuidado personal,cabello,champu
595,10.10.09.053,higiene y cuidado personal,cabello,mascarillas
596,10.10.09.055,higiene y cuidado personal,cabello,mascarillas
597,10.10.09.056,higiene y cuidado personal,cabello,mascarillas
598,10.10.09.115,higiene y cuidado personal,cabello,anticaída
599,10.10.10.061,higiene y cuidado personal,cabello,anticaída
600,10.10.20.126,cosmética y belleza,manos,crema de manos
601,10.10.20.128,cosmética y belleza,manos,crema de manos
602,10.10.20.129,cosmética y belleza,manos,crema de manos
603,10.10.40.041,cosmética y belleza,labial,hidratantes labiales
604,10.10.40.042,cosmética y belleza,labial,con protección solar
605,10.10.40.046,cosmética y belleza,labial,hidratantes labiales
606,10.10.40.048,cosmética y belleza,labial,hidratantes labiales
607,10.10.40.055,cosmética y belleza,labial,hidratantes labiales
608,10.22.00.032,higiene y cuidado personal,facial,desmaquillantes y limpiadores
609,10.22.01.336,cosmética y belleza,facial,hidratantes
610,10.22.01.337,cosmética y belleza,facial,hidratantes
611,10.22.01.338,cosmética y belleza,facial,hidratantes
612,10.22.01.339,cosmética y belleza,ojos,contorno de ojos
613,10.22.01.428,cosmética y belleza,ojos,contorno de ojos
614,10.22.01.431,cosmética y belleza,facial,serum
615,10.22.01.434,cosmética y belleza,facial,serum
616,10.22.01.477,cosmética y belleza,facial,antiarrugas
617,10.22.01.550,higiene y cuidado personal,facial,desmaquillantes y limpiadores
618,10.22.01.563,cosmética y belleza,facial,antiarrugas
619,10.22.01.564,cosmética y belleza,facial,antiarrugas
620,10.22.01.566,cosmética y belleza,facial,antiarrugas
621,10.22.01.567,cosmética y belleza,facial,antiarrugas
622,10.22.01.568,cosmética y belleza,labial,antiarrugas
623,10.22.01.569,cosmética y belleza,facial,antiarrugas
624,10.22.12.185,cosmética y belleza,facial,acné
625,10.22.12.186,higiene y cuidado personal,corporal,pastilla de jabón
626,10.22.12.187,higiene y cuidado personal,facial,desmaquillantes y limpiadores
627,10.22.12.188,higiene y cuidado personal,corporal,pastilla de jabón
628,10.22.12.189,higiene y cuidado personal,corporal,pastilla de jabón
629,10.22.12.191,higiene y cuidado personal,corporal,pastilla de jabón
630,10.22.12.254,higiene y cuidado personal,corporal,geles
631,10.22.12.257,cosmética y belleza,corporal,celulitis
632,10.22.12.293,higiene y cuidado personal,corporal,geles
633,10.22.12.294,cosmética y belleza,corporal,hidratación
634,10.22.12.295,higiene y cuidado personal,corporal,geles
635,10.22.12.296,cosmética y belleza,corporal,hidratación
636,10.22.13.006,salud,aromaterapia,aceites esenciales
637,10.22.13.009,salud,aromaterapia,aceites esenciales
638,10.22.13.011,salud,aromaterapia,aceites esenciales
639,10.22.14.031,salud,aromaterapia,aceites esenciales
640,10.22.44.103,higiene y cuidado personal,facial,exfoliantes
641,10.22.45.031,higiene y cuidado personal,facial,mascarillas
642,10.30.01.279,cosmética y belleza,sol,protectores solares
643,1001526,higiene y cuidado personal,pies,hidratantes pies
644,100203,cosmética y belleza,corporal,piel seca y atópica
645,1002716,higiene y cuidado personal,corporal,geles
646,100356,salud,salud sexual,accesorios
647,100417,cosmética y belleza,ojos,cejas
648,100461,cosmética y belleza,facial,acné
649,100509,salud,vitaminas y minerales,minerales
650,100720,salud,vitaminas y minerales,minerales
651,100757,salud,aparato respiratorio,garganta y tos
652,100800,salud,vitaminas y minerales,minerales
653,10082,infantil,biberones,biberones
654,10086,infantil,biberones,biberones
655,10096,infantil,biberones,biberones
656,10097,infantil,accesorios de alimentación,esterilización y limpieza
657,101007299,cosmética y belleza,facial,hidratantes
658,101008599,higiene y cuidado personal,facial,desmaquillantes y limpiadores
659,101035262,infantil,lactancia,cojin de lactancia
660,101068099,cosmética y belleza,uñas,quitaesmalte
661,101145,infantil,juguetes,mordedores
662,101365,salud,vitaminas y minerales,minerales
663,10141,higiene y cuidado personal,corporal,geles
664,101416199,cosmética y belleza,ojos,contorno de ojos
665,10142,higiene y cuidado personal,cabello,champu
666,10143,infantil,higiene infantil,hidratantes
667,10144,infantil,higiene infantil,hidratantes
668,10145,infantil,higiene infantil,crema pañal
669,10146,cosmética y belleza,sol,protectores solares
670,101710,salud,vitaminas y minerales,minerales
671,101721,salud,vitaminas y minerales,multivitamínicos
672,102028399,cosmética y belleza,facial,antiarrugas
673,102070899,cosmética y belleza,facial,antiarrugas
674,102215599,higiene y cuidado personal,facial,mascarillas
675,102216599,higiene y cuidado personal,facial,mascarillas
676,102311999,cosmética y belleza,corporal,hidratación
677,102313199,cosmética y belleza,corporal,hidratación
678,102313999,cosmética y belleza,corporal,hidratación
679,102367299,cosmética y belleza,facial,hidratantes
680,10253,higiene y cuidado personal,cabello,champu
681,10254,higiene y cuidado personal,corporal,geles
682,102551,salud,vitaminas y minerales,multivitamínicos
683,10259,higiene y cuidado personal,íntima,limpieza
684,10263,cosmética y belleza,manos,crema de manos
685,102700,salud,óptica,colirios
686,102711,cosmética y belleza,facial,hidratantes
687,102806599,cosmética y belleza,ojos,contorno de ojos
689,102811,higiene y cuidado personal,facial,desmaquillantes y limpiadores
690,102887299,higiene y cuidado personal,corporal,geles
691,102901,cosmética y belleza,sol,after-sun
692,102921,cosmética y belleza,sol,protectores solares
693,102931,cosmética y belleza,sol,protectores solares
694,102931.Regalo,cosmética y belleza,sol,after-sun
695,102941,cosmética y belleza,sol,protectores solares
696,102951,cosmética y belleza,sol,protectores solares
697,102973899,cosmética y belleza,facial,hidratantes
698,102981,cosmética y belleza,sol,protectores solares
699,102991,cosmética y belleza,sol,protectores solares
700,103670,salud,vitaminas y minerales,minerales
701,103725,salud,vitaminas y minerales,minerales
702,103747,salud,descanso y relajación,nerviosismo y estrés
703,10528,higiene y cuidado personal,íntima,limpieza
704,10701,cosmética y belleza,corporal,hidratación
705,10704,cosmética y belleza,corporal,estrias
706,107455,salud,trastornos digestivos ,flora intestinal y digestión
707,107500,infantil,accesorios de alimentación,esterilización y limpieza
708,10750085Azul,salud,botiquín,termómetros
709,10750085Gris,salud,botiquín,termómetros
710,10750085Rosa,salud,botiquín,termómetros
711,10759241,infantil,lactancia,sacaleches
712,10832,higiene y cuidado personal,cabello,champús especiales
713,10861,higiene y cuidado personal,corporal,geles
714,10862,cosmética y belleza,corporal,hidratación
715,10863,higiene y cuidado personal,corporal,desodorantes
716,10864,cosmética y belleza,corporal,hidratación
717,10865,cosmética y belleza,corporal,hidratación
718,10870,cosmética y belleza,corporal,hidratación
719,10871,cosmética y belleza,manos,crema de manos
720,108860,salud,ortopedia,lesiones
721,108910,salud,ortopedia,lesiones
722,10904,higiene y cuidado personal,corporal,geles
723,10907,higiene y cuidado personal,cabello,champu
724,10908,cosmética y belleza,corporal,hidratación
725,10909,higiene y cuidado personal,corporal,desodorantes
726,11089,salud,descanso y relajación,
727,111182,salud,vitaminas y minerales,
728,111724,salud,vitaminas y minerales,multivitamínicos
729,11196,salud,aparato respiratorio,garganta y tos
730,11213,salud,vitaminas y minerales,suplementos
731,11214,salud,aparato respiratorio,garganta y tos
732,112271,salud,vitaminas y minerales,
733,112540,salud,vitaminas y minerales,multivitamínicos
734,11257,higiene y cuidado personal,facial,mascarillas
735,11258,higiene y cuidado personal,facial,mascarillas
736,11268,cosmética y belleza,facial,antiarrugas
737,11269,cosmética y belleza,facial,antiarrugas
738,11271,higiene y cuidado personal,íntima,limpieza
739,11281,higiene y cuidado personal,corporal,exfoliantes
740,11285,higiene y cuidado personal,facial,mascarillas
741,11299,higiene y cuidado personal,cabello,champús especiales
742,11299Duplo,higiene y cuidado personal,cabello,champús especiales
743,113159=575349,veterinaria,,
746,11330,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
747,11340,salud,vitaminas y minerales,suplementos
748,114057,infantil,biberones,biberones
749,114348,infantil,accesorios de alimentación,recipientes de conservación
750,11448,salud,vitaminas y minerales,
751,115627,higiene y cuidado personal,dental,dentífricos
753,116517,higiene y cuidado personal,íntima,compresas
754,11700,salud,vitaminas y minerales,
755,118695,salud,vitaminas y minerales,suplementos
756,12016fucsia,cosmética y belleza,accesorios de belleza,peines o cepillos
757,12016naranja,cosmética y belleza,accesorios de belleza,peines o cepillos
758,12016verde,cosmética y belleza,accesorios de belleza,peines o cepillos
759,12017fucsia,cosmética y belleza,accesorios de belleza,peines o cepillos
760,12017naranja,cosmética y belleza,accesorios de belleza,peines o cepillos
761,12017verde,cosmética y belleza,accesorios de belleza,peines o cepillos
762,121285,salud,trastornos digestivos ,estreñimiento
763,121338,salud,vitaminas y minerales,suplementos
764,121500,salud,aparato respiratorio,garganta y tos
766,121520,salud,mujer,menopausia
767,121527,salud,trastornos digestivos ,flora intestinal y digestión
768,12202,salud,vitaminas y minerales,suplementos
769,122622,salud,vitaminas y minerales,
770,12270571,salud,trastornos digestivos ,
771,12327,salud,aparato respiratorio,garganta y tos
772,12458,salud,botiquín,antimosquitos
773,124800,salud,óptica,líquido lentillas
774,12507,salud,óptica,colirios
775,12521,salud,problemas cardiovasculares y circulación,piernas cansadas y varices
776,125501,salud,óptica,líquido lentillas
777,12607,infantil,higiene infantil,colonias
778,126203,salud,óptica,líquido lentillas
779,126501,salud,óptica,líquido lentillas
780,128101,salud,óptica,colirios
781,1300000305,salud,vitaminas y minerales,minerales
782,131313,salud,mujer,bienestar de la mujer
783,13315,cosmética y belleza,corporal,hidratación
784,13316,cosmética y belleza,corporal,estrias
785,13410,cosmética y belleza,facial,acné
786,13571,higiene y cuidado personal,cabello,piojos
787,13573,higiene y cuidado personal,cabello,piojos
789,136376,cosmética y belleza,facial,antimanchas
790,13701,higiene y cuidado personal,cabello,champu
791,137029,higiene y cuidado personal,cabello,champu
792,13725,infantil,higiene infantil,colonias
794,1376909,higiene y cuidado personal,dental,dentífricos
795,1376930,higiene y cuidado personal,dental,dentífricos
796,137702,higiene y cuidado personal,dental,dentífricos
797,1377067,higiene y cuidado personal,dental,dentífricos
798,1377081,higiene y cuidado personal,dental,dentífricos
799,1377104,higiene y cuidado personal,dental,dentífricos
800,1377142,higiene y cuidado personal,dental,dentífricos
801,1377203,higiene y cuidado personal,dental,cuidados especiales
802,1377227,higiene y cuidado personal,dental,dentífricos
803,1377258,higiene y cuidado personal,dental,dentífricos
804,137943,salud,vitaminas y minerales,
805,138644,salud,vitaminas y minerales,suplementos
806,138651,salud,vitaminas y minerales,suplementos
807,139004,salud,botiquín,golpes y hematomas
808,14085,cosmética y belleza,labial,pintalabios
809,14087,cosmética y belleza,labial,pintalabios
810,14088,cosmética y belleza,labial,pintalabios
811,14154,salud,aromaterapia,aceites esenciales
812,14206,cosmética y belleza,corporal,hidratación
813,142083,higiene y cuidado personal,facial,desmaquillantes y limpiadores
814,142299,cosmética y belleza,ojos,lapiz y sombra de ojos
815,142399,cosmética y belleza,facial,maquillajes
816,142423,higiene y cuidado personal,nariz y oído,tapones y protección
817,14305,higiene y cuidado personal,corporal,geles
818,14316,salud,botiquín,quemaduras y cicatrices
819,14317,higiene y cuidado personal,corporal,desodorantes
820,14318,cosmética y belleza,corporal,hidratación
821,14319,cosmética y belleza,corporal,hidratación
822,14401,salud,aromaterapia,aceites esenciales
823,14405,higiene y cuidado personal,corporal,geles
824,14437,higiene y cuidado personal,facial,mascarillas
825,144550,salud,vitaminas y minerales,suplementos
826,14501,cosmética y belleza,corporal,hidratación
827,14503,cosmética y belleza,corporal,hidratación
828,14507,higiene y cuidado personal,corporal,desodorantes
829,14510,higiene y cuidado personal,corporal,desodorantes
830,14576,cosmética y belleza,corporal,hidratación
831,146001,cosmética y belleza,sol,protección nieve
832,14603,cosmética y belleza,corporal,hidratación
833,14604,cosmética y belleza,corporal,hidratación
835,14608,cosmética y belleza,accesorios de belleza,espejos
836,14610,cosmética y belleza,corporal,hidratación
837,14611,cosmética y belleza,accesorios de belleza,espejos
838,14614,cosmética y belleza,accesorios de belleza,espejos
839,146746,salud,aparato respiratorio,nariz
840,150000,higiene y cuidado personal,íntima,limpieza
841,15001048,higiene y cuidado personal,corporal,desodorantes
842,15001049,higiene y cuidado personal,facial,desmaquillantes y limpiadores
843,15001051,higiene y cuidado personal,facial,desmaquillantes y limpiadores
844,150023,higiene y cuidado personal,cabello,champu
846,150031,salud,botiquín,quemaduras y cicatrices
847,150039,higiene y cuidado personal,dental,cuidados especiales
848,150102,higiene y cuidado personal,pies,desodorante de pies
849,150120,higiene y cuidado personal,íntima,hidratantes
850,150121,higiene y cuidado personal,íntima,limpieza
