,sku,cat1,cat2,cat3
522,0A42094,Higiene y cuidado personal,Corporal,Geles
523,0A45158,Cosmética y Belleza,Corporal,Hidratación
524,0A45872,Higiene y cuidado personal,Corporal,Geles
525,0A45995,Higiene y cuidado personal,Facial,Exfoliantes
526,0A46004,Cosmética y Belleza,Facial,Hidratantes
527,0A46019,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
528,0A46216,Cosmética y Belleza,Facial,Antiarrugas
529,0A46254,Cosmética y Belleza,Facial,Antiarrugas
530,0A46269,Cosmética y Belleza,Facial,Antiarrugas
531,0A46273,Cosmética y Belleza,Facial,Antiarrugas
532,0A46288,Cosmética y Belleza,Ojos,Contorno de Ojos
533,0A46998,Cosmética y Belleza,Perfumería,Mujer
534,0A47721,Cosmética y Belleza,Facial,Hidratantes
535,0A47755,Cosmética y Belleza,Facial,Hidratantes
536,0A47774,Cosmética y Belleza,Ojos,Contorno de Ojos
537,0A47793,Cosmética y Belleza,Facial,Hidratantes
538,0A47810,Cosmética y Belleza,Facial,Hidratantes
539,0A49074,Cosmética y Belleza,Ojos,Contorno de Ojos
540,0A49089,Cosmética y Belleza,Facial,Antiarrugas
541,0A49093,Cosmética y Belleza,Facial,Antiarrugas
542,0A49110,Cosmética y Belleza,Facial,Antiarrugas
543,0A49144,Cosmética y Belleza,Facial,Antiarrugas
544,1.1,Infantil,Higiene infantil,Canastillas y kits bebé
545,10-10-20-139,Cosmética y Belleza,Manos,Crema de Manos
546,10-10-20-141,Cosmética y Belleza,Manos,Crema de Manos
547,10-10-60-246,Salud,Aparato Respiratorio,Garganta y tos
548,10-10-60-247,Salud,Aparato Respiratorio,Garganta y tos
549,10-10-60-248,Salud,Aparato Respiratorio,Garganta y tos
550,10-10-60-249,Salud,Aparato Respiratorio,Garganta y tos
551,10-22-00-132,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
552,10-22-03-518,Cosmética y Belleza,Facial,Antiarrugas
553,10-22-12-259,Higiene y cuidado personal,Corporal,Geles
554,10-22-44-123,Higiene y cuidado personal,Facial,Mascarillas
555,10-22-44-124,Higiene y cuidado personal,Facial,Mascarillas
556,10-30-01-323,Cosmética y Belleza,Sol,Protectores solares
557,10-30-01-820,Cosmética y Belleza,Sol,Aceite Solar
558,10-30-01-821,Cosmética y Belleza,Sol,Protectores solares
559,10-30-01-822,Cosmética y Belleza,Sol,Protección Nieve
560,10-30-01-823,Higiene y cuidado personal,Cabello,Peinado y tratamiento
561,10-30-01-826,Cosmética y Belleza,Sol,Protectores solares
562,10-30-01-827,Cosmética y Belleza,Sol,Protección Nieve
563,10-30-01-828,Cosmética y Belleza,Sol,Protectores solares
564,10-30-01-829,Cosmética y Belleza,Sol,Protectores solares
565,10-30-01-830,Cosmética y Belleza,Facial,Antiarrugas
566,10-30-01-832,Cosmética y Belleza,Facial,Antimanchas
567,10-30-01-833,Cosmética y Belleza,Facial,Antimanchas
568,10.10.07.019,Higiene y cuidado personal,Cabello,Mascarillas
569,10.10.07.020,Higiene y cuidado personal,Cabello,Mascarillas
570,10.10.07.022,Higiene y cuidado personal,Cabello,Anticaspa
571,10.10.07.023,Higiene y cuidado personal,Cabello,Peinado y tratamiento
572,10.10.08.114,Higiene y cuidado personal,Cabello,Anticaída
573,10.10.08.116,Higiene y cuidado personal,Cabello,Anticaspa
574,10.10.08.117,Higiene y cuidado personal,Cabello,Anticaspa
575,10.10.08.118,Higiene y cuidado personal,Cabello,Champús especiales
576,10.10.08.119,Higiene y cuidado personal,Cabello,Champu
577,10.10.08.120,Higiene y cuidado personal,Cabello,Champu
578,10.10.08.121,Higiene y cuidado personal,Cabello,Champu
579,10.10.08.122,Higiene y cuidado personal,Cabello,Antigrasa
580,10.10.08.124,Higiene y cuidado personal,Cabello,Champu
581,10.10.08.125,Higiene y cuidado personal,Cabello,Champús especiales
582,10.10.08.126,Higiene y cuidado personal,Cabello,Champu
583,10.10.08.134,Higiene y cuidado personal,Cabello,Anticaída
584,10.10.09.037,Higiene y cuidado personal,Cabello,Mascarillas
585,10.10.09.039,Higiene y cuidado personal,Cabello,Mascarillas
586,10.10.09.040,Higiene y cuidado personal,Cabello,Mascarillas
587,10.10.09.041,Higiene y cuidado personal,Cabello,Mascarillas
588,10.10.09.042,Higiene y cuidado personal,Cabello,Mascarillas
589,10.10.09.043,Higiene y cuidado personal,Cabello,Mascarillas
590,10.10.09.048,Higiene y cuidado personal,Cabello,Mascarillas
591,10.10.09.049,Higiene y cuidado personal,Cabello,Mascarillas
592,10.10.09.050,Higiene y cuidado personal,Cabello,Mascarillas
593,10.10.09.051,Higiene y cuidado personal,Cabello,Champu
594,10.10.09.052,Higiene y cuidado personal,Cabello,Champu
595,10.10.09.053,Higiene y cuidado personal,Cabello,Mascarillas
596,10.10.09.055,Higiene y cuidado personal,Cabello,Mascarillas
597,10.10.09.056,Higiene y cuidado personal,Cabello,Mascarillas
598,10.10.09.115,Higiene y cuidado personal,Cabello,Anticaída
599,10.10.10.061,Higiene y cuidado personal,Cabello,Anticaída
600,10.10.20.126,Cosmética y Belleza,Manos,Crema de Manos
601,10.10.20.128,Cosmética y Belleza,Manos,Crema de Manos
602,10.10.20.129,Cosmética y Belleza,Manos,Crema de Manos
603,10.10.40.041,Cosmética y Belleza,Labial,Hidratantes Labiales
604,10.10.40.042,Cosmética y Belleza,Labial,Con Protección Solar
605,10.10.40.046,Cosmética y Belleza,Labial,Hidratantes Labiales
606,10.10.40.048,Cosmética y Belleza,Labial,Hidratantes Labiales
607,10.10.40.055,Cosmética y Belleza,Labial,Hidratantes Labiales
608,10.22.00.032,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
609,10.22.01.336,Cosmética y Belleza,Facial,Hidratantes
610,10.22.01.337,Cosmética y Belleza,Facial,Hidratantes
611,10.22.01.338,Cosmética y Belleza,Facial,Hidratantes
612,10.22.01.339,Cosmética y Belleza,Ojos,Contorno de Ojos
613,10.22.01.428,Cosmética y Belleza,Ojos,Contorno de Ojos
614,10.22.01.431,Cosmética y Belleza,Facial,Serum
615,10.22.01.434,Cosmética y Belleza,Facial,Serum
616,10.22.01.477,Cosmética y Belleza,Facial,Antiarrugas
617,10.22.01.550,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
618,10.22.01.563,Cosmética y Belleza,Facial,Antiarrugas
619,10.22.01.564,Cosmética y Belleza,Facial,Antiarrugas
620,10.22.01.566,Cosmética y Belleza,Facial,Antiarrugas
621,10.22.01.567,Cosmética y Belleza,Facial,Antiarrugas
622,10.22.01.568,Cosmética y Belleza,Labial,Antiarrugas
623,10.22.01.569,Cosmética y Belleza,Facial,Antiarrugas
624,10.22.12.185,Cosmética y Belleza,Facial,Acné
625,10.22.12.186,Higiene y cuidado personal,Corporal,Pastilla de Jabón
626,10.22.12.187,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
627,10.22.12.188,Higiene y cuidado personal,Corporal,Pastilla de Jabón
628,10.22.12.189,Higiene y cuidado personal,Corporal,Pastilla de Jabón
629,10.22.12.191,Higiene y cuidado personal,Corporal,Pastilla de Jabón
630,10.22.12.254,Higiene y cuidado personal,Corporal,Geles
631,10.22.12.257,Cosmética y Belleza,Corporal,Celulitis
632,10.22.12.293,Higiene y cuidado personal,Corporal,Geles
633,10.22.12.294,Cosmética y Belleza,Corporal,Hidratación
634,10.22.12.295,Higiene y cuidado personal,Corporal,Geles
635,10.22.12.296,Cosmética y Belleza,Corporal,Hidratación
636,10.22.13.006,Salud,Aromaterapia,Aceites esenciales
637,10.22.13.009,Salud,Aromaterapia,Aceites esenciales
638,10.22.13.011,Salud,Aromaterapia,Aceites esenciales
639,10.22.14.031,Salud,Aromaterapia,Aceites esenciales
640,10.22.44.103,Higiene y cuidado personal,Facial,Exfoliantes
641,10.22.45.031,Higiene y cuidado personal,Facial,Mascarillas
642,10.30.01.279,Cosmética y Belleza,Sol,Protectores solares
643,1001526,Higiene y cuidado personal,Pies,Hidratantes Pies
644,100203,Cosmética y Belleza,Corporal,Piel Seca y atópica
645,1002716,Higiene y cuidado personal,Corporal,Geles
646,100356,Salud,Salud Sexual,Accesorios
647,100417,Cosmética y Belleza,Ojos,Cejas
648,100461,Cosmética y Belleza,Facial,Acné
649,100509,Salud,Vitaminas y Minerales,Minerales
650,100720,Salud,Vitaminas y Minerales,Minerales
651,100757,Salud,Aparato Respiratorio,Garganta y tos
652,100800,Salud,Vitaminas y Minerales,Minerales
653,10082,Infantil,Biberones,Biberones
654,10086,Infantil,Biberones,Biberones
655,10096,Infantil,Biberones,Biberones
656,10097,Infantil,Accesorios de alimentación,Esterilización y limpieza
657,101007299,Cosmética y Belleza,Facial,Hidratantes
658,101008599,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
659,101035262,Infantil,Lactancia,Cojin de Lactancia
660,101068099,Cosmética y Belleza,Uñas,Quitaesmalte
661,101145,Infantil,Juguetes,Mordedores
662,101365,Salud,Vitaminas y Minerales,Minerales
663,10141,Higiene y cuidado personal,Corporal,Geles
664,101416199,Cosmética y Belleza,Ojos,Contorno de Ojos
665,10142,Higiene y cuidado personal,Cabello,Champu
666,10143,Infantil,Higiene infantil,Hidratantes
667,10144,Infantil,Higiene infantil,Hidratantes
668,10145,Infantil,Higiene infantil,Crema pañal
669,10146,Cosmética y Belleza,Sol,Protectores solares
670,101710,Salud,Vitaminas y Minerales,Minerales
671,101721,Salud,Vitaminas y Minerales,Multivitamínicos
672,102028399,Cosmética y Belleza,Facial,Antiarrugas
673,102070899,Cosmética y Belleza,Facial,Antiarrugas
674,102215599,Higiene y cuidado personal,Facial,Mascarillas
675,102216599,Higiene y cuidado personal,Facial,Mascarillas
676,102311999,Cosmética y Belleza,Corporal,Hidratación
677,102313199,Cosmética y Belleza,Corporal,Hidratación
678,102313999,Cosmética y Belleza,Corporal,Hidratación
679,102367299,Cosmética y Belleza,Facial,Hidratantes
680,10253,Higiene y cuidado personal,Cabello,Champu
681,10254,Higiene y cuidado personal,Corporal,Geles
682,102551,Salud,Vitaminas y Minerales,Multivitamínicos
683,10259,Higiene y cuidado personal,Íntima,Limpieza
684,10263,Cosmética y Belleza,Manos,Crema de Manos
685,102700,Salud,Óptica,Colirios
686,102711,Cosmética y Belleza,Facial,Hidratantes
687,102806599,Cosmética y Belleza,Ojos,Contorno de Ojos
689,102811,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
690,102887299,Higiene y cuidado personal,Corporal,Geles
691,102901,Cosmética y Belleza,Sol,After-Sun
692,102921,Cosmética y Belleza,Sol,Protectores solares
693,102931,Cosmética y Belleza,Sol,Protectores solares
694,102931.Regalo,Cosmética y Belleza,Sol,After-Sun
695,102941,Cosmética y Belleza,Sol,Protectores solares
696,102951,Cosmética y Belleza,Sol,Protectores solares
697,102973899,Cosmética y Belleza,Facial,Hidratantes
698,102981,Cosmética y Belleza,Sol,Protectores solares
699,102991,Cosmética y Belleza,Sol,Protectores solares
700,103670,Salud,Vitaminas y Minerales,Minerales
701,103725,Salud,Vitaminas y Minerales,Minerales
702,103747,Salud,Descanso y relajación,Nerviosismo y estrés
703,10528,Higiene y cuidado personal,Íntima,Limpieza
704,10701,Cosmética y Belleza,Corporal,Hidratación
705,10704,Cosmética y Belleza,Corporal,Estrias
706,107455,Salud,Trastornos digestivos ,Flora intestinal y digestión
707,107500,Infantil,Accesorios de alimentación,Esterilización y limpieza
708,10750085Azul,Salud,Botiquín,Termómetros
709,10750085Gris,Salud,Botiquín,Termómetros
710,10750085Rosa,Salud,Botiquín,Termómetros
711,10759241,Infantil,Lactancia,Sacaleches
712,10832,Higiene y cuidado personal,Cabello,Champús especiales
713,10861,Higiene y cuidado personal,Corporal,Geles
714,10862,Cosmética y Belleza,Corporal,Hidratación
715,10863,Higiene y cuidado personal,Corporal,Desodorantes
716,10864,Cosmética y Belleza,Corporal,Hidratación
717,10865,Cosmética y Belleza,Corporal,Hidratación
718,10870,Cosmética y Belleza,Corporal,Hidratación
719,10871,Cosmética y Belleza,Manos,Crema de Manos
720,108860,Salud,Ortopedia,Lesiones
721,108910,Salud,Ortopedia,Lesiones
722,10904,Higiene y cuidado personal,Corporal,Geles
723,10907,Higiene y cuidado personal,Cabello,Champu
724,10908,Cosmética y Belleza,Corporal,Hidratación
725,10909,Higiene y cuidado personal,Corporal,Desodorantes
726,11089,Salud,Descanso y relajación,
727,111182,Salud,Vitaminas y Minerales,
728,111724,Salud,Vitaminas y Minerales,Multivitamínicos
729,11196,Salud,Aparato Respiratorio,Garganta y tos
730,11213,Salud,Vitaminas y Minerales,Suplementos
731,11214,Salud,Aparato Respiratorio,Garganta y tos
732,112271,Salud,Vitaminas y Minerales,
733,112540,Salud,Vitaminas y Minerales,Multivitamínicos
734,11257,Higiene y cuidado personal,Facial,Mascarillas
735,11258,Higiene y cuidado personal,Facial,Mascarillas
736,11268,Cosmética y Belleza,Facial,Antiarrugas
737,11269,Cosmética y Belleza,Facial,Antiarrugas
738,11271,Higiene y cuidado personal,Íntima,Limpieza
739,11281,Higiene y cuidado personal,Corporal,Exfoliantes
740,11285,Higiene y cuidado personal,Facial,Mascarillas
741,11299,Higiene y cuidado personal,Cabello,Champús especiales
742,11299Duplo,Higiene y cuidado personal,Cabello,Champús especiales
743,113159=575349,Veterinaria,,
746,11330,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
747,11340,Salud,Vitaminas y Minerales,Suplementos
748,114057,Infantil,Biberones,Biberones
749,114348,Infantil,Accesorios de alimentación,Recipientes de conservación
750,11448,Salud,Vitaminas y Minerales,
751,115627,Higiene y cuidado personal,Dental,Dentífricos
753,116517,Higiene y cuidado personal,Íntima,Compresas
754,11700,Salud,Vitaminas y Minerales,
755,118695,Salud,Vitaminas y Minerales,Suplementos
756,12016fucsia,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
757,12016naranja,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
758,12016verde,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
759,12017fucsia,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
760,12017naranja,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
761,12017verde,Cosmética y Belleza,Accesorios de Belleza,Peines o Cepillos
762,121285,Salud,Trastornos digestivos ,Estreñimiento
763,121338,Salud,Vitaminas y Minerales,Suplementos
764,121500,Salud,Aparato Respiratorio,Garganta y tos
766,121520,Salud,Mujer,Menopausia
767,121527,Salud,Trastornos digestivos ,Flora intestinal y digestión
768,12202,Salud,Vitaminas y Minerales,Suplementos
769,122622,Salud,Vitaminas y Minerales,
770,12270571,Salud,Trastornos digestivos ,
771,12327,Salud,Aparato Respiratorio,Garganta y tos
772,12458,Salud,Botiquín,Antimosquitos
773,124800,Salud,Óptica,Líquido lentillas
774,12507,Salud,Óptica,Colirios
775,12521,Salud,Problemas cardiovasculares y circulación,Piernas cansadas y varices
776,125501,Salud,Óptica,Líquido lentillas
777,12607,Infantil,Higiene infantil,Colonias
778,126203,Salud,Óptica,Líquido lentillas
779,126501,Salud,Óptica,Líquido lentillas
780,128101,Salud,Óptica,Colirios
781,1300000305,Salud,Vitaminas y Minerales,Minerales
782,131313,Salud,Mujer,Bienestar de la mujer
783,13315,Cosmética y Belleza,Corporal,Hidratación
784,13316,Cosmética y Belleza,Corporal,Estrias
785,13410,Cosmética y Belleza,Facial,Acné
786,13571,Higiene y cuidado personal,Cabello,Piojos
787,13573,Higiene y cuidado personal,Cabello,Piojos
789,136376,Cosmética y Belleza,Facial,Antimanchas
790,13701,Higiene y cuidado personal,Cabello,Champu
791,137029,Higiene y cuidado personal,Cabello,Champu
792,13725,Infantil,Higiene infantil,Colonias
794,1376909,Higiene y cuidado personal,Dental,Dentífricos
795,1376930,Higiene y cuidado personal,Dental,Dentífricos
796,137702,Higiene y cuidado personal,Dental,Dentífricos
797,1377067,Higiene y cuidado personal,Dental,Dentífricos
798,1377081,Higiene y cuidado personal,Dental,Dentífricos
799,1377104,Higiene y cuidado personal,Dental,Dentífricos
800,1377142,Higiene y cuidado personal,Dental,Dentífricos
801,1377203,Higiene y cuidado personal,Dental,Cuidados Especiales
802,1377227,Higiene y cuidado personal,Dental,Dentífricos
803,1377258,Higiene y cuidado personal,Dental,Dentífricos
804,137943,Salud,Vitaminas y Minerales,
805,138644,Salud,Vitaminas y Minerales,Suplementos
806,138651,Salud,Vitaminas y Minerales,Suplementos
807,139004,Salud,Botiquín,Golpes y hematomas
808,14085,Cosmética y Belleza,Labial,Pintalabios
809,14087,Cosmética y Belleza,Labial,Pintalabios
810,14088,Cosmética y Belleza,Labial,Pintalabios
811,14154,Salud,Aromaterapia,Aceites esenciales
812,14206,Cosmética y Belleza,Corporal,Hidratación
813,142083,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
814,142299,Cosmética y Belleza,Ojos,Lapiz y sombra de Ojos
815,142399,Cosmética y Belleza,Facial,Maquillajes
816,142423,Higiene y cuidado personal,Nariz y oído,Tapones y protección
817,14305,Higiene y cuidado personal,Corporal,Geles
818,14316,Salud,Botiquín,Quemaduras y cicatrices
819,14317,Higiene y cuidado personal,Corporal,Desodorantes
820,14318,Cosmética y Belleza,Corporal,Hidratación
821,14319,Cosmética y Belleza,Corporal,Hidratación
822,14401,Salud,Aromaterapia,Aceites esenciales
823,14405,Higiene y cuidado personal,Corporal,Geles
824,14437,Higiene y cuidado personal,Facial,Mascarillas
825,144550,Salud,Vitaminas y Minerales,Suplementos
826,14501,Cosmética y Belleza,Corporal,Hidratación
827,14503,Cosmética y Belleza,Corporal,Hidratación
828,14507,Higiene y cuidado personal,Corporal,Desodorantes
829,14510,Higiene y cuidado personal,Corporal,Desodorantes
830,14576,Cosmética y Belleza,Corporal,Hidratación
831,146001,Cosmética y Belleza,Sol,Protección Nieve
832,14603,Cosmética y Belleza,Corporal,Hidratación
833,14604,Cosmética y Belleza,Corporal,Hidratación
835,14608,Cosmética y Belleza,Accesorios de Belleza,Espejos
836,14610,Cosmética y Belleza,Corporal,Hidratación
837,14611,Cosmética y Belleza,Accesorios de Belleza,Espejos
838,14614,Cosmética y Belleza,Accesorios de Belleza,Espejos
839,146746,Salud,Aparato Respiratorio,nariz
840,150000,Higiene y cuidado personal,Íntima,Limpieza
841,15001048,Higiene y cuidado personal,Corporal,Desodorantes
842,15001049,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
843,15001051,Higiene y cuidado personal,Facial,Desmaquillantes y limpiadores
844,150023,Higiene y cuidado personal,Cabello,Champu
846,150031,Salud,Botiquín,Quemaduras y cicatrices
847,150039,Higiene y cuidado personal,Dental,Cuidados Especiales
848,150102,Higiene y cuidado personal,Pies,Desodorante de Pies
849,150120,Higiene y cuidado personal,Íntima,Hidratantes
850,150121,Higiene y cuidado personal,Íntima,Limpieza
